<!-- TABELA -->
"MATCHUP,HORA,TV,,"

"Dallas,  em  Minnesota,12:00,,,"
" "
<!-- TABELA -->
"MATCHUP,HORA,TV,,"

"Minnesota,  em  Dallas,12:00,,,"
"Los Angeles,  em  Golden State,20:30,,,"
" "
<!-- TABELA -->
"MATCHUP,HORA,TV,,"

"Chicago,  em  Milwaukee,13:00,,,"
"Phoenix,  em  Detroit,15:00,,,"
"Philadelphia,  em  Boston,18:00,,,"
"Indiana,  em  Memphis,20:00,,,"
"Sacramento,  em  Toronto,20:00,,,"
"Utah,  em  LA,21:00,,,"
" "
<!-- TABELA -->
"MATCHUP,HORA,TV,,"

"Boston,  em  New York,19:30,,,"
"San Antonio,  em  Oklahoma City,20:00,,,"
"Brooklyn,  em  Los Angeles,21:00,,,"
" "
<!-- TABELA -->
"MATCHUP,HORA,TV,,"

"Cairns,  em  Washington,19:00,,,"
"Cleveland,  em  Atlanta,19:30,,,"
"Charlotte,  em  Miami,19:30,,,"
"Indiana,  em  Houston,20:00,,,"
"Milwaukee,  em  Memphis,20:00,,,"
"Orlando,  em  New Orleans,20:00,,,"
"Utah,  em  LA,22:00,,,"
"Denver,  em  Phoenix,22:00,,,"
"NEWZEALAND,  em  Portland,22:00,,,"
" "
<!-- TABELA -->
"MATCHUP,HORA,TV,,"

"Boston,  em  Philadelphia,19:00,,,"
"Sacramento,  em  Los Angeles,22:00,,,"
" "
